age,watch_hours,last_login_days,monthly_fee,number_of_profiles,avg_watch_time_per_day,engagement_score,gender_Male,gender_Other,subscription_type_Premium,subscription_type_Standard,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,device_Laptop,device_Mobile,device_TV,device_Tablet,payment_method_Crypto,payment_method_Debit Card,payment_method_Gift Card,payment_method_PayPal,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi,churned
62,22.77,47,8.99,5,0.47,-23.76,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
53,2.89,22,17.99,5,0.13,-18.98,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
63,15.02,11,17.99,2,1.25,5.27,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
55,7.28,12,13.99,1,0.56,-4.16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
62,1.62,37,13.99,3,0.04,-35.34,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
21,12.34,19,17.99,3,0.62,-6.040000000000001,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
29,10.76,50,13.99,2,0.21,-39.03,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
22,13.72,59,17.99,5,0.23,-45.05,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
28,22.78,16,13.99,5,1.34,8.120000000000001,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
60,1.76,48,8.99,2,0.04,-46.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
29,14.85,10,17.99,1,1.35,6.199999999999999,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
63,0.75,46,8.99,3,0.02,-45.23,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
40,19.15,40,13.99,2,0.47,-20.380000000000003,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
54,5.57,53,13.99,5,0.1,-47.33,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
63,6.72,18,13.99,4,0.35,-10.93,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
31,14.07,52,8.99,3,0.27,-37.66,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
26,4.86,19,13.99,4,0.24,-13.899999999999999,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
18,1.82,46,8.99,3,0.04,-44.14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
28,4.39,14,13.99,2,0.29,-9.32,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
46,3.37,18,13.99,5,0.18,-14.45,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
47,2.01,5,13.99,2,0.33,-2.66,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,6.54,55,8.99,2,0.12,-48.34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
29,4.33,25,13.99,4,0.17,-20.5,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
70,32.62,26,13.99,1,1.21,7.829999999999998,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
26,11.35,37,17.99,2,0.3,-25.35,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
68,2.34,44,17.99,5,0.05,-41.61,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18,13.51,53,8.99,4,0.25,-39.24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
18,3.89,33,8.99,1,0.11,-29.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
29,8.48,39,8.99,5,0.21,-30.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
24,9.02,26,17.99,4,0.33,-16.65,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29,53.2,49,13.99,5,1.06,5.260000000000005,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
37,4.98,30,8.99,4,0.16,-24.86,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
21,4.21,31,17.99,5,0.13,-26.66,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
65,16.1,10,8.99,3,1.46,7.560000000000002,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
44,4.89,35,8.99,3,0.14,-29.97,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,7.15,9,17.99,3,0.72,-1.13,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
55,0.12,22,8.99,4,0.01,-21.87,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
47,10.82,51,13.99,2,0.21,-39.97,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
47,2.57,60,17.99,3,0.04,-57.39,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
36,2.85,15,17.99,3,0.18,-11.969999999999999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
70,8.6,37,17.99,3,0.23,-28.17,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
51,8.34,32,17.99,2,0.25,-23.41,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
48,20.69,43,13.99,2,0.47,-21.84,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,13.49,21,17.99,4,0.61,-6.9,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
33,0.93,4,13.99,1,0.19,-2.88,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
63,30.83,10,13.99,2,2.8,23.629999999999995,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
51,3.64,50,8.99,1,0.07,-46.29,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
21,13.77,45,13.99,1,0.3,-30.93,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29,1.56,10,13.99,5,0.14,-8.3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
52,10.14,49,13.99,4,0.2,-38.66,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
20,31.73,46,13.99,1,0.68,-13.589999999999996,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
48,6.63,10,8.99,2,0.6,-2.7700000000000005,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
25,1.84,5,8.99,5,0.31,-2.85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
53,3.37,54,8.99,5,0.06,-50.57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
27,5.32,54,13.99,4,0.1,-48.58,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50,21.29,26,13.99,3,0.79,-3.9200000000000017,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
41,20.26,41,8.99,1,0.48,-20.259999999999998,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
47,4.1,52,13.99,1,0.08,-47.82,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
59,77.09,36,8.99,3,2.08,43.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58,2.11,23,17.99,3,0.09,-20.8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
24,12.65,23,17.99,3,0.53,-9.82,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
69,2.74,52,8.99,4,0.05,-49.21,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
54,8.52,10,8.99,4,0.77,-0.7100000000000009,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,18.21,35,17.99,2,0.51,-16.279999999999998,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18,2.14,44,13.99,3,0.05,-41.81,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
27,6.49,46,13.99,3,0.14,-39.37,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
41,2.95,4,13.99,3,0.59,-0.45999999999999996,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
49,5.08,25,17.99,4,0.2,-19.72,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
45,1.92,46,8.99,4,0.04,-44.04,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
63,30.88,15,8.99,4,1.93,17.810000000000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
54,5.61,11,8.99,4,0.47,-4.92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
38,12.85,23,13.99,5,0.54,-9.61,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24,3.11,11,8.99,2,0.26,-7.63,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
41,53.7,15,13.99,5,3.36,42.06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,20.49,53,13.99,5,0.38,-32.13,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27,19.48,16,8.99,3,1.15,4.629999999999999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
57,0.55,40,17.99,5,0.01,-39.44,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
47,0.46,1,8.99,1,0.23,-0.30999999999999994,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
46,6.19,60,13.99,3,0.1,-53.71,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
47,1.03,38,17.99,5,0.03,-36.94,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
23,17.54,40,13.99,5,0.43,-22.03,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
68,9.88,18,8.99,3,0.52,-7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,13.21,31,13.99,2,0.41,-17.38,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,6.46,49,8.99,3,0.13,-42.41,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
29,11.42,16,13.99,5,0.67,-3.91,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
36,71.41,60,17.99,1,1.17,12.579999999999998,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,1.24,55,13.99,5,0.02,-53.74,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
38,10.71,20,13.99,3,0.51,-8.78,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
67,15.16,2,8.99,5,5.05,18.21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,10.2,18,13.99,5,0.54,-7.260000000000002,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
53,5.54,40,13.99,3,0.14,-34.32,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
44,1.12,24,13.99,2,0.04,-22.84,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
20,0.79,23,13.99,4,0.03,-22.18,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
22,23.81,23,8.99,1,0.99,1.7999999999999972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
69,25.85,15,17.99,3,1.62,12.470000000000002,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
29,9.08,39,8.99,5,0.23,-29.689999999999998,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
65,4.68,4,13.99,1,0.94,1.6199999999999992,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
40,0.88,1,17.99,2,0.44,0.32000000000000006,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44,3.32,16,8.99,4,0.2,-12.48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
21,4.07,56,17.99,4,0.07,-51.86,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,11.25,13,8.99,4,0.8,-0.9499999999999993,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
69,6.46,16,13.99,2,0.38,-9.16,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
31,4.83,15,8.99,4,0.3,-9.870000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
66,0.27,59,17.99,2,0.0,-58.73,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
64,22.59,24,17.99,4,0.9,-0.5100000000000016,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
69,13.4,11,17.99,3,1.12,3.5199999999999996,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
47,6.85,2,13.99,3,2.28,7.129999999999999,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
70,4.17,38,13.99,1,0.11,-33.72,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
44,29.87,6,13.99,3,4.27,28.14,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
67,1.63,58,13.99,3,0.03,-56.34,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
66,20.65,58,13.99,4,0.35,-37.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
57,11.09,9,17.99,3,1.11,3.1999999999999993,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
53,5.65,24,17.99,2,0.23,-18.119999999999997,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
67,17.44,3,8.99,3,4.36,18.8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,3.65,42,13.99,1,0.08,-38.27,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
63,1.66,0,13.99,1,1.66,3.32,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
53,2.6,46,8.99,5,0.06,-43.34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
24,2.48,19,17.99,2,0.12,-16.4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
28,22.74,28,8.99,1,0.78,-4.48,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
69,27.12,3,17.99,5,6.78,30.9,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
58,5.87,37,8.99,5,0.15,-30.98,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
50,8.97,56,8.99,4,0.16,-46.87,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,3.74,38,8.99,4,0.1,-34.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
60,1.38,41,13.99,3,0.03,-39.59,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
52,8.9,23,8.99,1,0.37,-13.73,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
70,6.76,41,13.99,2,0.16,-34.08,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
24,5.25,28,8.99,4,0.18,-22.57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
40,4.09,37,13.99,2,0.11,-32.8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
28,13.38,23,8.99,1,0.56,-9.059999999999999,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
36,5.79,21,17.99,3,0.26,-14.95,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39,4.19,47,13.99,2,0.09,-42.72,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
26,3.87,45,17.99,2,0.08,-41.05,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
25,6.49,14,17.99,1,0.43,-7.08,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21,1.02,23,13.99,3,0.04,-21.94,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
46,9.09,60,8.99,1,0.15,-50.76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,3.45,44,17.99,3,0.08,-40.47,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
54,10.91,37,13.99,5,0.29,-25.8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
60,8.89,23,8.99,3,0.37,-13.74,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
39,9.96,22,8.99,5,0.43,-11.61,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
34,0.35,57,8.99,1,0.01,-56.64,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
52,10.08,46,8.99,5,0.21,-35.71,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
19,11.97,17,17.99,4,0.67,-4.359999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0.66,5,13.99,1,0.11,-4.23,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
27,1.04,26,17.99,4,0.04,-24.92,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
66,18.23,38,17.99,2,0.47,-19.3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
35,2.86,16,17.99,1,0.17,-12.97,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
35,3.52,24,13.99,5,0.14,-20.34,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
52,8.45,58,8.99,3,0.14,-49.41,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
57,0.69,24,17.99,5,0.03,-23.28,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
64,6.26,16,17.99,5,0.37,-9.370000000000001,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
31,21.84,44,8.99,2,0.49,-21.67,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
19,35.54,58,13.99,5,0.6,-21.86,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
36,12.74,58,17.99,2,0.22,-45.04,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
31,33.1,28,8.99,2,1.14,6.240000000000002,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,14.56,45,17.99,3,0.32,-30.119999999999997,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
65,6.14,58,17.99,4,0.1,-51.76,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
66,3.86,28,13.99,3,0.13,-24.01,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
36,0.19,5,8.99,2,0.03,-4.78,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
51,2.68,48,13.99,3,0.05,-45.27,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
52,20.8,33,8.99,2,0.61,-11.59,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37,20.47,41,13.99,3,0.49,-20.040000000000003,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28,6.56,30,13.99,4,0.21,-23.23,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
65,18.34,48,13.99,1,0.37,-29.29,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
44,1.45,18,8.99,4,0.08,-16.47,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
52,11.84,36,13.99,4,0.32,-23.84,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
40,14.88,12,8.99,3,1.14,4.02,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
35,11.54,41,13.99,4,0.27,-29.19,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
21,9.13,7,13.99,1,1.14,3.2700000000000014,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36,3.85,46,17.99,2,0.08,-42.07,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
35,22.18,18,17.99,1,1.17,5.350000000000001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
45,3.05,59,8.99,1,0.05,-55.9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51,5.54,26,13.99,4,0.21,-20.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
22,37.12,36,17.99,2,1.0,2.1199999999999974,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
59,4.06,9,8.99,5,0.41,-4.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
68,0.68,20,13.99,5,0.03,-19.29,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
25,13.34,49,8.99,1,0.27,-35.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,1.89,4,17.99,4,0.38,-1.73,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,2.79,9,17.99,5,0.28,-5.93,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
65,1.0,47,13.99,4,0.02,-45.98,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
28,17.43,36,17.99,3,0.47,-18.1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
47,8.37,27,8.99,5,0.3,-18.33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
64,12.3,16,13.99,3,0.72,-2.9799999999999986,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
30,3.31,29,13.99,1,0.11,-25.58,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
27,25.23,20,13.99,5,1.2,6.43,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
57,17.87,36,13.99,4,0.48,-17.65,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
66,3.01,4,13.99,2,0.6,-0.3900000000000001,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21,13.63,3,17.99,1,3.41,14.04,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
51,18.53,30,13.99,3,0.6,-10.869999999999997,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
70,1.35,46,8.99,5,0.03,-44.62,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
22,18.97,55,17.99,2,0.34,-35.69,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
29,13.38,14,13.99,5,0.89,0.27000000000000135,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
